地震時間,規模,深度
2000,1.58,1.24
2000,1.68,33.28
2000,2.03,18.19
2000,1.82,9.75
2000,1.43,10.47
2000,1.43,9.93
2000,1.93,1.53
2000,1.93,17
2000,1.68,24.4
2000,1.55,27.69
2000,2.53,28.51
2000,1.76,2.81
2000,1.99,27.69
2000,2.9,24.33
2000,2.08,24.08
2000,2.05,23.66
2000,2.81,18.02
2000,2.37,30.81
2000,2.1,30.65
2000,1.84,0.63
2000,3.22,25.53
2000,2.1,9
2000,2.26,20.32
2000,2.53,6.5
2000,2.28,21.26
2000,3.32,28.6
2000,2.75,22.53
2000,1.98,31.04
2000,1.94,20.83
2000,3.78,27.21
2000,3.69,28.44
2000,2.96,22.66
2000,2.24,29.09
2000,1.75,25.29
2000,2.17,29.24
2000,2.23,24.6
2000,1.98,23.2
2000,3.18,24.42
2000,3.37,8.31
2000,2.66,10.49
2000,2.32,28.71
2000,1.34,1.25
2000,1.73,32.06
2000,2.47,12.68
2000,1.43,31.69
2000,2.16,31.69
2000,2.12,29.66
2000,3.44,6.34
2000,2.24,24.11
2000,3.96,18.93
2000,2.04,6.59
2000,2.22,27.12
2000,2.31,10.76
2000,2.32,30.31
2000,2.27,25.46
2000,3.05,27.75
2000,2.18,21.36
2000,1.37,5.93
2000,2.16,27.37
2000,2.35,21.9
2000,2.31,21.25
2000,2,25.93
2000,1.95,23.52
2000,1.86,31.75
2000,1.72,3.86
2000,2.32,15.01
2000,2.43,23.49
2000,2.23,13.54
2000,3.05,26.69
2000,2.61,28.74
2000,2.37,15
2000,1.85,28.97
2000,2.45,26.14
2000,1.42,14.79
2000,2.27,5.31
2000,1.77,10.1
2000,2.06,25.95
2000,2.09,8.86
2000,3.36,26.3
2000,2.32,27.35
2000,2.33,29.23
2000,1.94,4.86
2000,2.19,26.39
2000,3.49,11.24
2000,1.79,28.35
2000,2.26,26.59
2000,2.47,28.5
2000,2.9,21.15
2000,2.37,12.39
2000,2.61,27.7
2000,1.69,19.47
2000,2.59,22.82
2000,2.5,13.84
2000,2.25,28.53
2000,1.74,26.4
2000,2.4,28.99
2000,2.28,27.5
2000,2.35,24.11
2000,2.13,32.95
2000,1.81,12.08
2000,2.2,26.66
2000,2.6,22.96
2000,3.1,12.72
2000,2.46,26.48
2000,2.27,32.06
2000,2.3,0.43
2000,2.23,42.81
2000,3.72,26.25
2000,1.75,26.94
2000,2.01,12.6
2000,2.46,6.56
2000,3.02,31.44
2000,2.23,22.47
2000,2.53,26.65
2000,1.64,8.72
2000,2.04,27.45
2000,2.98,24.45
2000,1.78,3.37
2000,1.66,5.88
2000,2.17,25.9
2000,2.12,20.77
2000,3.15,5.42
2000,2.14,24.14
2000,2.2,10.72
2000,2.5,24.51
2000,2.16,21.13
2000,2.08,26.17
2000,3.37,19.52
2000,2.18,20.71
2000,2.31,7.48
2000,2.28,26.89
2000,2.27,24.41
2000,2.55,13.97
2000,2.99,8.31
2000,3.3,19.03
2000,2.25,20.71
2000,2.85,28.85
2000,2.75,8.32
2000,3.13,23.34
2000,2.48,27.15
2000,2.51,11.82
2000,2.2,1.64
2000,2.51,24.89
2000,2.42,20.4
2000,2.52,11.57
2000,2.21,27.25
2000,2.57,27.78
2000,2.17,23.34
2000,2.59,28.15
2000,2.46,24.64
2000,2.42,3.22
2000,2.46,5.44
2000,2.08,32.51
2000,2.24,13.37
2000,2.32,24.53
2000,1.63,13.34
2000,1.52,23.58
2000,2.2,27.9
2000,1.99,26
2000,2.29,20.48
2000,1.6,25.51
2000,2.43,5.1
2000,2.33,4.97
2000,1.75,25.4
2000,1.88,24
2000,2.23,26.78
2000,2.02,25.32
2000,2.42,14.83
2000,2.75,18.6
2000,1.92,24.59
2000,2.5,23.49
2000,2.24,28.93
2000,2.07,18.73
2000,1.84,7.23
2000,2.81,24.71
2000,2.2,24.59
2000,3.52,25.93
2000,2.4,30.83
2000,3.8,23.49
2000,1.78,7.13
2000,2.91,23.06
2000,2.11,26.96
2000,3.04,26.48
2000,4.73,27.91
2000,2.5,27.91
2000,1.7,8.4
2000,2.42,27.99
2000,2.56,29.35
2000,2.89,28.07
2000,2.38,30.43
2000,1.51,11.09
2000,1.68,26.6
2000,2.28,22.45
2000,2.16,21.97
2000,2.39,27.86
2000,3.13,24.46
2000,2,24.45
2000,2.25,30.56
2000,1.8,7.04
2000,1.91,13.82
2000,2.14,29.07
2000,2.54,26.74
2000,1.89,29.49
2000,2.2,30.03
2000,2.42,29.5
2000,3.61,28.55
2000,1.89,25.67
2000,1.54,14.36
2000,2,32.77
2000,2.05,22.33
2000,2.01,28.67
2000,2.3,22.65
2000,1.92,32.32
2000,1.75,5.65
2000,2.34,31.69
2000,1.75,2.48
2000,2.17,5.7
2000,1.96,16.56
2000,2.3,8.18
2000,2.12,27.14
2000,2.49,26.1
2000,1.83,12.64
2000,2.2,5
2000,2.14,28.22
2000,2.5,11.28
2000,1.64,11.6
2000,2.32,23.92
2000,1.68,6.43
2000,1.84,27.75
2000,2.09,27.4
2000,2.25,27.48
2000,1.64,18.12
2000,2.26,19.87
2000,2.62,30.25
2000,2.39,28.76
2000,3.69,30
2000,2.19,26.43
2000,2.87,27.26
2000,2.1,6.78
2000,2.14,5.32
2000,2.33,22.94
2000,1.8,31.88
2000,2.33,22.63
2000,2.62,27.6
2000,3.07,25.75
2000,2.14,26.51
2000,2.24,29.21
2000,1.5,2.58
2000,1.51,8.26
2000,2.52,28.07
2000,2.54,15.01
2000,1.65,13.11
2000,1.73,30.98
2000,2.13,25.59
2000,2.04,29.28
2000,3.25,27.92
2000,1.76,29.85
2000,2.26,27.34
2000,2.27,6.41
2000,2.69,26.38
2000,1.48,25.32
2000,2.01,24.62
2000,2.04,26.04
2000,1.16,6.8
2000,2.33,11.48
2000,1.91,7.32
2000,1.56,7.16
2000,1.54,6.62
2000,1.7,28.96
2000,1.78,19.41
2000,1.56,30.53
2000,1.92,7.76
2000,1.89,37.05
2000,1.95,10.32
2000,1.91,14.02
2000,2.08,2.24
2000,3.45,13.03
2000,2.45,23.05
2000,3.82,12.91
2000,2.32,28.78
2000,2.21,22.58
2000,2.87,22.44
2000,3.45,25.47
2000,2.1,7.19
2000,2.2,20.39
2000,2.6,24.15
2000,3.08,27.72
2000,2.63,25.35
2000,2.33,28.2
2000,2.17,27.39
2000,2.54,28.45
2000,2,31.99
2000,3.09,15.71
2000,3.16,28.44
2000,3.54,26.06
2000,2.8,25.65
2000,2.01,29.55
2000,2.56,28.67
2000,2.28,7.09
2000,2.96,28.21
2000,3.51,22.37
2000,2.15,10.17
2000,2.47,30.87
2000,1.89,27.52
2000,1.86,30.94
2000,2.37,26.67
2000,2.3,21.34
2000,3.38,28.06
2000,1.8,29.42
2000,1.84,30.31
2000,2.95,25.71
2000,2.66,23.31
2000,1.9,23.64
2000,3.27,23.48
2000,2.17,24.06
2000,3.14,26.82
2000,2.57,7.72
2000,2.98,24.7
2000,2.01,20.74
2000,2.51,31.48
2000,1.93,24
2000,2.02,31.12
2000,1.76,28.39
2000,2.39,29.93
2000,2,7.57
2000,2.06,24.16
2000,1.95,21.01
2000,2.28,25.36
2000,2.48,19.77
2000,2.36,27.6
2000,2.04,8.48
2000,2.4,31.81
2000,3.5,28
2000,2.16,26
2000,3.1,24.81
2000,2.41,28.1
2000,2.33,23.48
2000,1.75,28.49
2000,2.39,27.09
2000,3.3,18.52
2000,1.89,30.38
2000,2.47,25.98
2000,2.07,25.8
2000,2.12,30.72
2000,4.08,27.81
2000,2.34,4.7
2000,2.5,28.64
2000,2.31,28.56
2000,2.48,20.82
2000,2.45,28.34
2000,2.52,14.96
2000,2.66,26.19
2000,2.33,29.26
2000,2.95,28.04
2000,3.45,22.44
2000,1.73,10.08
2000,2.8,11.21
2000,2.12,29.04
2000,2.45,25.78
2000,1.76,28.98
2000,2.24,33.35
2000,2.39,29.33
2000,2.84,24.08
2000,3.17,27.12
2000,2.23,22.01
2000,3.54,15.56
2000,1.65,26.39
2000,1.87,31.56
2000,2.05,32.12
2000,3.41,26.52
2000,3.5,27.42
2000,2.24,50.11
2000,2.54,23.09
2000,3.12,25.86
2000,2.03,27.34
2000,1.98,25.14
2000,2.14,25.23
2000,1.42,10.75
2000,2.25,24.69
2000,2.18,25.98
2000,2.57,27.82
2000,2.4,20
2000,2.12,30.11
2000,3.28,24.94
2000,2.26,1.72
2000,2.25,20.87
2000,1.97,26.3
2000,2.45,29.04
2000,3.38,14.85
2000,2.78,8.76
2000,2.33,10.93
2000,2.96,12.1
2000,1.65,27.29
2000,1.63,27.59
2000,3.02,27.36
2000,2.6,24.39
2000,1.61,26.77
2000,2.76,26.79
2000,2.4,27.34
2000,2.16,33.96
2000,2.3,26
2000,2.55,27.14
2000,2.37,19.9
2000,1.81,26.43
2000,2,32.89
2000,1.66,25.5
2000,2.17,28.58
2000,2.07,17.02
2000,1.99,32.34
2000,2.45,20.76
2000,2.87,27.23
2000,2.6,29.39
2000,2.95,19.7
2000,1.97,15.08
2000,2.21,22.5
2000,1.99,30.69
2000,1.52,15.52
2000,1.3,9
2000,2.36,30.89
2000,2.25,28.82
2000,1.63,24.92
2000,2.68,18.91
2000,2.09,28.41
2000,2.13,23.81
2000,2.58,23.37
2000,2.5,31.38
2000,2.33,22.8
2000,2.3,28.31
2000,2,27.62
2000,2.06,26.33
2000,1.9,30.67
2000,2.04,21.44
2000,2.51,22.48
2000,1.91,29.11
2000,2.21,29.81
2000,2.18,26.05
2000,2.71,19.43
2000,1.7,6.79
2000,3.31,27.86
2000,2.18,23.63
2000,2.18,21.95
2000,1.57,28.8
2000,2.09,25.08
2000,2.43,27.06
2000,2.39,27.26
2000,2.64,27.92
2000,1.95,21.51
2000,2.4,11.7
2000,1.88,26.08
2000,2.42,21.43
2000,1.79,30.93
2000,2.28,21.81
2000,2.11,24.75
2000,2.18,28.25
2000,1.77,17.62
2000,2.19,24.59
2000,2.14,26.32
2000,2.47,26.52
2000,2.71,22.03
2000,2.79,28.03
2000,2.47,17.99
2000,2.79,22.72
2000,2.09,1.3
2000,2.3,19.91
2000,2.22,28.84
2000,2.43,27.1
2000,2.36,28.41
2000,3.41,23.43
2000,2.47,21.79
2000,2.44,27.91
2000,2.49,31.97
2000,2.25,31.34
2000,1.89,32.11
2000,2.74,27.62
2000,2,28.48
2000,2.33,27.9
2000,2.95,26.01
2000,4.29,24.67
2000,1.53,30.22
2000,1.73,25.29
2000,2.6,25.77
2000,1.84,30.16
2000,1.77,25.27
2000,1.56,27.08
2000,1.94,28.57
2000,2.35,13.08
2000,2.33,30.88
2000,2.08,27.99
2000,1.29,11.25
2000,2.02,27.5
2000,2.26,29.25
2000,2.17,28.72
2000,2.5,28.48
2000,2.21,31.25
2000,2.65,26.07
2000,3.77,27.46
2000,2.11,30.61
2000,2.11,21.29
2000,3.22,25.7
2000,3.02,26.52
2000,2.97,26.26
2000,2.18,31.15
2000,2.21,13.25
2000,2.3,28.38
2000,2.81,29.27
2000,2.97,21.79
2000,2.07,31.84
2000,2.14,32.41
2000,1.79,28.57
2000,2.46,29.67
2000,2.32,30.86
2000,2.52,50.9
2000,2.66,18.7
2000,1.61,22.39
2000,2.66,28.37
2000,2.34,31.86
2000,2.45,26.22
2000,2.43,14.12
2000,2.8,22.5
2000,2.89,25.88
2000,2.48,26.76
2000,2.54,51.75
2000,2.16,25.68
2000,2.19,28.62
2000,2.23,24.18
2000,2.95,24.06
2000,1.6,7.08
2000,2.27,28.78
2000,1.83,25.07
2000,2.31,14.65
2000,2.29,24.47
2000,2.09,20.77
2000,2.17,15.66
2000,2.68,26.79
2000,2.56,31.35
2000,2.22,29.33
2000,2.24,30.54
2000,1.88,27.28
2000,1.86,29.91
2000,2.3,23.9
2000,2.43,26.13
2000,3.03,26.69
2000,2.35,26.65
2000,2.5,28.28
2000,2.48,28.19
2000,2.83,27.4
2000,2.53,26.35
2000,3.01,26.79
2000,2.57,24.63
2000,2.55,28.67
2000,2.32,27.59
2000,1.62,20.58
2000,1.88,20.23
2000,2.34,26.7
2000,2.66,25.2
2000,2.34,26.27
2000,2.26,25.74
2000,2.47,45.49
2000,2.14,27.42
2000,1.92,28.07
2000,2.35,28.9
2000,2.61,28.78
2000,1.98,27.69
2000,1.88,27.02
2000,2.08,40.57
2000,2.3,31.41
2000,2.02,32.83
2000,2.54,30.11
2000,2.63,28.7
2000,2.5,28.08
2000,3.52,29.15
2000,3.27,26.46
2000,2.92,28.26
2000,2.81,22.87
2000,3.19,27.82
2000,3.79,28.19
2000,3.14,25.89
2000,2.9,23.79
2000,3.03,22
2000,4.26,24.05
2000,2.68,29.91
2000,2.54,29.96
2000,2.61,25.86
2000,1.79,31.56
2000,1.91,32
2000,2.09,27.78
2000,2.46,27.16
2000,1.7,23.8
2000,1.6,24.8
2000,2.02,26.16
2000,2.46,27.52
2000,2.03,23.85
2000,2.15,20.38
2000,2.2,31.98
2000,2.05,25.16
2000,2.92,29.48
2000,2.27,23.85
2000,2.78,24
2000,2.59,23.68
2000,1.79,27.89
2000,2.23,27.71
2000,2.21,28.86
2000,2.53,24.8
2000,2.27,22.29
2000,2.26,23
2000,2.24,19.96
2000,2.27,24.53
2000,2.43,25.43
2000,1.99,27.01
2000,2.36,30.49
2000,2.15,27.71
2000,2.02,14.83
2000,3.16,26.29
2000,2.04,32.51
2000,2.61,28.22
2000,2.72,30.6
2000,2.26,23.49
2000,2.81,23.6
2000,2.89,23.22
2000,2.26,28.42
2000,2.83,28.17
2000,2.32,26.85
2000,2.08,28.22
2000,2.17,21.78
2000,1.95,27.8
2000,2.7,28.18
2000,2.02,28.08
2000,2.41,28.23
2000,2.53,28.1
2000,2.54,23.08
2000,2.09,28.05
2000,2.07,28.82
2000,2.58,31.17
2000,2.48,21
2000,2.38,22.1
2000,2.23,30.96
2000,2.33,27.83
2000,2.79,29.45
2000,2.79,30.63
2000,2.72,31
2000,3.15,24.14
2000,4.2,23.57
2000,2.31,15.32
2000,2.37,26.27
2000,2.72,24.69
2000,3.7,27.21
2000,3.17,25.99
2000,2.31,27.96
2000,2.19,27.23
2000,3.43,26.04
2000,2.87,22.05
2000,2.73,25.82
2000,2.76,26.71
2000,2.53,25.51
2000,1.9,27.64
2000,2.42,29.5
2000,3.18,28.39
2000,2.88,27.57
2000,2.58,28.29
2000,2.03,5.15
2000,2.41,27.79
2000,3.22,21.34
2000,3.04,21.02
2000,2.54,24.36
2000,2.31,29.06
2000,2.61,28.45
2000,2.79,26.04
2000,2.98,14.66
2000,2.28,30.83
2000,2.07,31.61
2000,2.3,24.01
2000,2.67,51.98
2000,2.44,26.06
2000,2.4,22.87
2000,2.46,28.32
2000,2.15,24.77
2000,2.1,29.31
2000,2.02,25.56
2000,2.87,27.95
2000,3.23,26.91
2000,2.74,27.48
2000,4.13,23.48
2000,2.98,28.48
2000,2.9,23.29
2000,3.13,26.46
2000,2.79,23.37
2000,2.95,27.84
2000,3.38,26.61
2000,3.43,27.57
2000,4,28.48
2000,3.35,28.68
2000,2.69,21.96
2000,2.5,26.91
2000,2.82,26.04
2000,2.58,24.34
2000,2.69,24.73
2000,2.92,32.19
2000,2.8,29.46
2000,4.77,30.82
2000,3.11,31.37
2000,2.36,24.11
2000,2.59,26.2
2000,2.46,28.37
2000,2.64,28.17
2000,2.87,22.45
2000,2.99,28.35
2000,3.06,22
2000,2.5,32.95
2000,2.72,31.23
2000,2.52,25.49
2000,2.77,18.53
2000,3.25,27.48
2000,3.46,29.11
2000,2.94,26.79
2000,3.19,26.56
2000,3.32,27.53
2000,3.48,26.67
2000,3.11,24.39
2000,2.95,25.42
2000,2.86,27.16
2000,3.26,27.92
2000,3.1,28.68
2000,3.05,32.59
2000,3.21,25.25
2000,3.07,26.21
2000,3.71,29.27
2000,3.97,22.57
2000,4.29,25.79
2000,4.62,25.95
2000,4.88,20.17
2000,6.7,16.21
2000,2.43,25.29
2000,1.82,7
2000,2.11,6.42
2000,2.08,11.85
2000,2.5,7.91
2000,3.47,152.73
2000,2.85,3.09
2000,2.65,8.64
2000,2.91,10.25
2000,2.11,7.32
2000,1.75,6.97
2000,2.11,7.28
2000,3.06,19.45
2000,2.03,46.14
2000,2.29,22.85
2000,2.97,20.4
2000,2.52,9.89
2000,1.73,12.95
2000,2.56,8.95
2000,2.48,5.27
2000,2.61,11.13
2000,2.1,3.28
2000,1.89,5.11
2000,1.82,14.71
2000,2.89,122.44
2000,2.22,2.44
2000,1.15,2.64
2000,1.48,12.62
2000,1.35,10
2000,1.83,20.54
2000,2.68,11.21
2000,2.39,10.66
2000,2.16,10.19
2000,2.58,39.14
2000,1.88,6.64
2000,2.11,21.4
2000,2.19,11.99
2000,1.01,9.24
2000,1.43,22.39
2000,1.95,10.28
2000,1.99,5.16
2000,4.14,14.6
2000,2.39,12.04
2000,1.63,7.86
2000,2.5,7.59
2000,1.45,22.39
2000,3.11,9.49
2000,1.96,10.22
2000,1.85,14.66
2000,1.27,2
2000,1.81,12.6
2000,2.25,15.19
2000,2.03,14.29
2000,2.07,3
2000,2.37,5.69
2000,2.6,13.88
2000,2.49,4.59
2000,1.98,19.49
2000,1.85,10.71
2000,2.16,11.05
2000,1.85,30.42
2000,1.71,1.35
2000,1.2,10.81
2000,1.99,14.08
2000,2.02,4.63
2000,2.71,39.27
2000,2.13,11.94
2000,2.25,12.86
2000,2.07,9.63
2000,1.22,17.21
2000,2.85,16
2000,2.55,24.33
2000,2.31,7.11
2000,2.11,15.61
2000,1.71,12
2000,1.79,11.86
2000,2.45,5.78
2000,2.34,5.25
2000,2.57,15.6
2000,2.39,55.67
2000,2.08,9.69
2000,2.98,18.26
2000,2.24,10.91
2000,1.77,9.61
2000,2.46,1.4
2000,2.83,4.07
2000,2.33,14.36
2000,1.75,10.04
2000,1.67,6.9
2000,2.74,14.14
2000,2.36,6.05
2000,2.52,8.66
2000,2.14,6.15
2000,2.47,17.28
2000,2.01,12.57
2000,1.71,9.21
2000,2.26,8.53
2000,2.05,19.07
2000,2.06,7.02
2000,2.03,15.53
2000,1.38,7.51
2000,2.08,31.69
2000,1.99,25.75
2000,3.87,4.39
2000,1.98,12.74
2000,2.1,14.85
2000,2.53,6.29
2000,1.35,7.01
2000,1.5,2.18
2000,1.23,10.6
2000,1.81,23.34
2000,1.42,23.72
2000,2.58,25.39
2000,2.21,12.49
2000,1.96,13.6
2000,2.23,28.44
2000,1.65,3.21
2000,1.84,8.23
2000,2.36,21.17
2000,2.08,14.02
2000,1.9,9.37
2000,2.26,10.76
2000,1.17,11.37
2000,2.3,6.29
2000,2.99,15.01
2000,1.96,6
2000,2.72,19.1
2000,2.16,10.37
2000,1.9,5.8
2000,2.07,15.31
2000,2.24,2.81
2000,1.51,10.96
2000,2.22,7.09
2000,1.09,4.2
2000,2.44,6.4
2000,2.6,6.24
2000,1.77,4
2000,3.49,87.86
2000,1.28,15.68
2000,3.19,40.86
2000,2.45,9.39
2000,1.82,8.07
2000,1.63,7.35
2000,1.92,14.41
2000,1.85,15.09
2000,2.05,5.4
2000,1.66,5
2000,2.03,42.65
2000,1.54,8.11
2000,1.85,10
2000,1.51,6.15
2000,1.29,9.69
2000,1.94,6.18
2000,1.15,4.12
2000,1.63,15.15
2000,2.17,23.84
2000,1.95,13.5
2000,2.29,9.99
2000,2.28,6.74
2000,0.87,10.37
2000,3.03,4.82
2000,1.7,14.46
2000,2.83,30.99
2000,1.99,12.96
2000,1.89,9.47
2000,1.79,13.9
2000,2.19,61.87
2000,1.68,27.76
2000,1.25,14.89
2000,2.23,11.23
2000,2.04,58.76
2000,2.07,8.56
2000,1.23,27.25
2000,1.87,14.48
2000,2.77,11.6
2000,1.41,7.15
2000,1.96,25.08
2000,2.04,26.51
2000,1.51,6.44
2000,1.46,6.86
2000,2.85,4.14
2000,3.07,10.86
2000,3.41,95.97
2000,2.8,9.26
2000,3.1,10.34
2000,1.92,15.89
2000,1.42,20.76
2000,1.73,11.91
2000,1.6,20.38
2000,2.19,5.69
2000,1.87,5.95
2000,1.59,21.91
2000,1.67,14.51
2000,3.83,7.83
2000,2.25,12.74
2000,2.24,10.42
2000,1.73,6.24
2000,2.98,81.24
2000,2.25,13.59
2000,1.59,18.98
2000,2.69,10.38
2000,1.9,8.19
2000,1.6,8
2000,1.86,10.3
2000,2.07,6.52
2000,2.75,26.58
2000,2.04,22.85
2000,2.12,1.9
2000,1.95,26.59
2000,2.51,16.22
2000,1.88,13.27
2000,2.6,5.06
2000,1.63,11.42
2000,0.46,7.3
2000,2.49,4.53
2000,2.05,9.41
2000,1.88,11.02
2000,1.64,21.42
2000,1.89,15.81
2000,2.18,24.83
2000,1.55,13.7
2000,1.94,12.62
2000,2.55,24.02
2000,2.1,23.83
2000,1.8,16.52
2000,2.62,10.46
2000,1.93,14.19
2000,2.33,2.95
2000,2.55,10.92
2000,1.78,6.54
2000,2.13,7.77
2000,2.18,10.06
2000,1.54,2.48
2000,2.17,14.91
2000,2.45,9.21
2000,2.46,7.88
2000,2.27,7.94
2000,4.79,21.55
2000,1.57,19.04
2000,1.76,6.68
2000,1.7,5.43
2000,1.64,14.4
2000,1.97,12
2000,2.63,135.92
2000,1.66,15.6
2000,1.74,14.74
2000,2.58,49.55
2000,1.92,11.48
2000,2.16,4.34
2000,1.37,12.23
2000,1.79,9.76
2000,2.06,15.6
2000,1.77,9.04
2000,1.96,12
2000,1.12,12.29
2000,1.09,3.75
2000,1.98,11.58
2000,1.57,6.35
2000,2.04,19.86
2000,1.63,25.16
2000,2.8,2.88
2000,2.38,18.08
2000,2.75,22.57
2000,2.47,9.86
2000,1.98,14.74
2000,2.12,18.38
2000,1.72,8.01
2000,1.91,17.97
2000,2.53,23.96
2000,2.05,12.49
2000,2.23,10.65
2000,2.22,11.85
2000,2.25,65.49
2000,2.39,6.67
2000,1.45,7.35
2000,2.43,18.11
2000,2.65,18.71
2000,1.56,16.26
2000,2.94,19.05
2000,3.35,7.83
2000,2.12,16.03
2000,2.76,14.92
2000,3.79,78.49
2000,2.28,11.65
2000,1.61,15.64
2000,0.84,4
2000,1.66,5
2000,1.78,7
2000,1.64,8
2000,2.42,8.19
2000,2.44,12.12
2000,1.81,7.56
2000,2.18,20.42
2000,1.72,30.84
2000,1.63,20.95
2000,2.45,12.73
2000,1.78,16.6
2000,1.86,14.8
2000,2.44,14.72
2000,2.53,12.58
2000,2.92,13.81
2000,3.77,9.39
2000,2.8,28.33
2000,2.02,15.42
2000,3.38,4.93
2000,2.86,12.62
2000,2.49,5.73
2000,1.6,8.61
2000,2.15,12.41
2000,2.3,4.89
2000,2.8,20.47
2000,1.64,11.72
2000,1.41,8.63
2000,2.35,21.44
2000,2.09,11.05
2000,1.51,16.45
2000,2.32,5
2000,4.23,8.28
2000,2.31,30.41
2000,1.76,14.37
2000,1.46,3.17
2000,2.19,28.41
2000,2.48,22.1
2000,2.24,8.56
2000,1.96,33.35
2000,2.41,5.07
2000,3.11,6.17
2000,2.02,15.4
2000,1.25,8.91
2000,2.24,13.5
2000,2.28,26.68
2000,2.3,11.75
2000,4.43,10.4
2000,1.53,14.32
2000,3.57,49.14
2000,1.36,3.52
2000,2.22,16.5
2000,1.36,25.23
2000,1.74,18.46
2000,1.03,7.69
2000,1.3,9.82
2000,1.79,15.98
2000,1.42,14.68
2000,1.76,8.29
2000,1.94,14.94
2000,1.78,10.86
2000,1.64,10.65
2000,2.32,13.22
2000,1.66,16.42
2000,1.78,21.02
2000,1.6,26.02
2000,2.13,13.04
2000,1.25,6.38
2000,1.53,19.23
2000,2.22,10.58
2000,2.04,10.85
2000,2.46,9.81
2000,1.75,14.57
2000,2.04,16.08
2000,1.31,7.49
2000,1.91,9.48
2000,1.87,11.79
2000,1.93,9
2000,2.22,23.11
2000,1.84,21.14
2000,1.88,15.43
2000,2.26,5
2000,1.61,8.36
2000,2.19,6.31
2000,1.92,8
2000,2.57,9.28
2000,1.97,7.28
2000,2.22,12
2000,2.38,7.84
2000,2.02,9.8
2000,2.01,4.73
2000,1.97,13.19
2000,2.6,21.31
2000,2.33,52.04
2000,2.64,40
2000,1.7,6.02
2000,2.03,13.11
2000,2.01,8.91
2000,2.28,7.86
2000,1.9,4.98
2000,1.6,0.74
2000,1.94,9.72
2000,1.79,11.81
2000,3.32,9.59
2000,2.25,76.33
2000,1.79,11.18
2000,1.83,8.41
2000,2.24,26.02
2000,1.46,13.26
2000,1.71,11.46
2000,1.79,14.44
2000,1.81,10.41
2000,2.25,22.97
2000,1.99,15.64
2000,1.71,9.66
2000,2.09,8.74
2000,2.33,28.96
2000,2.26,1.61
2000,2.57,11.65
2000,2.8,6
2000,2.33,4.84
2000,3.02,16.84
2000,1.91,3.87
2000,2.02,14.69
2000,2,15.74
2000,2.49,6.89
2000,1.86,12.25
2000,2.15,11.88
2000,2.49,6.67
2000,2.22,12.59
2000,3.17,10
2000,2.03,8
2000,2.22,6.17
2000,1.94,3.8
2000,3.94,10.9
2000,2.87,61.2
2000,2.49,8.25
2000,4.47,8.77
2000,2.65,27.52
2000,1.89,11.45
2000,1.6,8.77
2000,2.45,37.75
2000,2.13,10.45
2000,2.5,7.35
2000,1.8,13.69
2000,1.93,12.19
2000,1.53,20.12
2000,1.3,8.21
2000,1.7,5.08
2000,1.52,19.89
2000,1.99,9.97
2000,1.41,1.2
2000,2,12.21
2000,1.62,2.86
2000,2.04,45.08
2000,1.89,7.56
2000,1.77,15.06
2000,1.84,8.01
2000,1.95,2.79
2000,2.11,7.4
2000,1.68,9.57
2000,1.71,5.31
2000,1.81,15
2000,1.69,10.96
2000,2.83,9.95
2000,2.04,27.43
2000,1.2,7.79
2000,2.99,60.82
2000,1.42,21.03
2000,1.94,11
2000,1.61,11.57
2000,1.59,11.63
2000,2.3,12.27
2000,2.04,7.74
2000,1.51,8.29
2000,2.31,9
2000,2.03,6.05
2000,3.13,4.92
2000,1.95,6.96
2000,2.31,8.9
2000,1.5,2.59
2000,1.17,6.8
2000,2.28,13.96
2000,2.38,9.92
2000,3.32,17
2000,1.19,12.29
2000,1.71,23.39
2000,1.54,8.08
2000,1.51,15.26
2000,2.19,10.78
2000,2.25,11.06
2000,2.21,15.69
2000,3.01,10.72
2000,1.79,7
2000,1.8,8.96
2000,1.98,4.74
2000,1.66,8.81
2000,2.62,5.97
2000,2.32,8.47
2000,2.88,29.94
2000,2.67,52.27
2000,2.46,22.73
2000,2.64,24.78
2000,1.74,7.37
2000,1.95,3.89
2000,2.23,7.59
2000,2.43,14.48
2000,2.8,11.85
2000,2.14,15.54
2000,3.07,72.83
2000,2.22,4.03
2000,1.46,7.67
2000,2.47,48.7
2000,2.2,13.46
2000,1.48,24.79
2000,2.89,27.84
2000,2.5,16.3
2000,1.88,7.77
2000,1.48,4.03
2000,2.16,26.8
2000,2.6,7.63
2000,1.78,10.52
2000,2.36,12.71
2000,2.58,24.65
2000,3.12,4.94
2000,2.42,3.78
2000,2.09,23.95
2000,2.5,12.99
2000,1.75,9.95
2000,1.45,7.64
2000,1.74,6.02
2000,1.94,6.92
2000,2.56,6.39
2000,1.58,2.44
2000,2.9,3.01
2000,2.02,8.59
2000,1.72,10.39
2000,1.57,4.5
2000,2.38,6.95
2000,2.83,22.05
2000,1.68,3.39
2000,2.02,5.54
2000,2.48,14.17
2000,1.45,1.93
2000,2.63,10.16
2000,2.29,13.06
2000,2,5.83
2000,2.13,5.57
2000,2.53,23.54
2000,2.3,9.46
2000,1.32,7.41
2000,1.86,7.95
2000,1.67,0.03
2000,1.86,28.71
2000,1.09,6.92
2000,1.89,6.53
2000,2.35,27.33
2000,3.04,9.79
2000,2.63,29.24
2000,2.34,10.61
2000,1.99,10.84
2000,1.64,17.49
2000,1.4,1.89
2000,1.41,23.55
2000,1.47,26.86
2000,3.12,2.53
2000,3.19,8.19
