地震時間,規模,深度
2000,1.52,6.54
2000,2.32,8.62
2000,1.81,27.01
2000,2.32,13.81
2000,1.38,5.36
2000,1.95,12.5
2000,1.36,4.89
2000,1.8,8.85
2000,2.31,18.16
2000,1.64,5.43
2000,2.04,13.64
2000,1.57,10.71
2000,3.21,6.64
2000,2.36,10.34
2000,2.46,9.26
2000,1.14,9.31
2000,1.39,9.39
2000,1.61,6.51
2000,1.49,4.19
2000,1.62,5.58
2000,1.99,11.07
2000,2.12,13.4
2000,1.52,5.93
2000,2.53,12.54
2000,2.4,6.51
2000,1.74,7.94
2000,2.03,8.01
2000,2.65,9.41
2000,2.75,9.24
2000,3.24,6.99
2000,2.02,3.35
2000,1.89,8.54
2000,1.57,8.54
2000,1.49,7.79
2000,2.55,45.06
2000,1.98,7.94
2000,2.12,27.35
2000,2.18,5.26
2000,3.24,4.16
2000,2.61,11.01
2000,2.71,13.29
2000,2.38,7.9
2000,1.87,21.77
2000,2.29,13.95
2000,2.11,19.57
2000,1.96,12.63
2000,2.34,66.87
2000,2.04,5.06
2000,3.22,30.86
2000,1.74,6.82
2000,2.39,7.84
2000,1.87,5.02
2000,2.7,8.3
2000,3.21,3.7
2000,1.56,8.45
2000,2.51,4.45
2000,3.42,20.55
2000,2.62,6.21
2000,1.96,4.49
2000,2.52,6.06
2000,2.4,3.83
2000,1.58,7.66
2000,2.12,4.05
2000,2.01,5.81
2000,2.18,11.13
2000,2.83,5.17
2000,4.61,8.12
2000,2.44,13.33
2000,3.2,5.28
2000,2.49,2.93
2000,2.05,10
2000,2.46,3.43
2000,1.88,6.17
2000,2.46,6.98
2000,1.86,5.91
2000,2.86,11.76
2000,1.67,14.49
2000,1.91,6.3
2000,2.26,8.57
2000,2.36,8.77
2000,1.54,5.37
2000,2.24,9.98
2000,1.77,15.75
2000,1.91,10.17
2000,3.16,28.16
2000,1.85,7.64
2000,2.17,7.67
2000,2.21,8.25
2000,1.35,11.12
2000,2.17,8.81
2000,2.21,6.57
2000,1.43,4.28
2000,1.76,3.11
2000,2.45,8.08
2000,1.73,6.29
2000,2.62,9.3
2000,2.55,18.34
2000,2.61,9.2
2000,1.34,2.59
2000,2.01,27.27
2000,1.72,3.8
2000,3.49,2.46
2000,1.83,12.68
2000,3.04,8.03
2000,2.4,6.66
2000,2.14,10.65
2000,2.54,12.4
2000,2.13,11.19
2000,2.14,11.04
2000,1.8,7.47
2000,2.07,15.24
2000,1.82,6.18
2000,1.66,6.19
2000,3.36,3.46
2000,1.84,6.22
2000,1.97,9.63
2000,3.35,6.78
2000,2.25,6.32
2000,3.44,5.21
2000,2.57,15.19
2000,2.58,42.31
2000,2.32,14.29
2000,2.3,14.36
2000,2.04,19.57
2000,1.94,5.52
2000,2.14,4.58
2000,3.2,39.92
2000,2.09,15.56
2000,2.25,9.77
2000,1.34,5.53
2000,1.97,8.77
2000,2.05,9.91
2000,0.91,5.16
2000,2.03,13.96
2000,1.68,13.41
2000,1.89,13.63
2000,2.64,27.5
2000,1.75,4.41
2000,2.76,4.79
2000,2.2,5.41
2000,1.96,13.07
2000,2.18,15.55
2000,2.18,13.13
2000,2.08,15.91
2000,2.96,10.93
2000,2.92,13.37
2000,3.96,9.41
2000,2.53,11.32
2000,2.54,9.82
2000,2.31,15.71
2000,2.4,20.62
2000,1.76,12.61
2000,1.83,7.25
2000,1.94,16.96
2000,2.44,15.83
2000,3.34,8.59
2000,2.72,22.15
2000,2.37,14.67
2000,2.27,8.96
2000,2,9.17
2000,2,8.69
2000,2.29,7.15
2000,2.24,4.52
2000,2.31,4.9
2000,2.19,19.28
2000,2.37,6.51
2000,3.71,11.12
2000,4.61,7.44
2000,1.9,13.48
2000,2.23,8.87
2000,1.95,11.74
2000,3.29,8.83
2000,1.42,12.03
2000,2.58,42.23
2000,2.53,20.61
2000,1.32,11.68
2000,2.89,8.23
2000,1.52,9.41
2000,2.72,17.82
2000,2.3,9.09
2000,1.89,10.15
2000,1.86,7.74
2000,2.05,3.53
2000,2.51,8.67
2000,2.72,3.95
2000,2.27,15.38
2000,2.04,10.27
2000,2.71,9.79
2000,2.1,11.7
2000,2.13,12.75
2000,1.67,9.21
2000,2.12,11.46
2000,2.39,7.13
2000,3.88,39.81
2000,2.04,10.93
2000,2.38,10.06
2000,3.89,40.82
2000,1.38,7.33
2000,3.59,30
2000,2.9,55.52
2000,1.71,12.04
2000,1.2,11.68
2000,2.14,4
2000,1.88,11.55
2000,1.4,9.8
2000,2.56,36.35
2000,2.15,38.22
2000,1.5,8.08
2000,1.65,11.38
2000,1.94,10.55
2000,2,16.76
2000,2.44,44.74
2000,1.89,12.02
2000,1.8,11.01
2000,1.92,10.34
2000,3.39,11.57
2000,2.03,5
2000,1.62,5.46
2000,1.78,7.51
2000,1.63,8.41
2000,2.27,3.18
2000,2.14,19.85
2000,1.92,14.6
2000,2.55,6.79
2000,1.71,8.43
2000,1.57,8.6
2000,2.28,8.19
2000,2.4,6.67
2000,2.82,7.29
2000,2.15,3.84
2000,1.67,4.36
2000,1.55,8.09
2000,1.91,19.61
2000,2.1,6.71
2000,1.63,4.29
2000,2.17,11.18
2000,2.33,4.91
2000,2.39,2.73
2000,1.99,12.64
2000,1.36,3.65
2000,2.31,11
2000,2.19,6.45
2000,1.58,7.44
2000,4.98,28.35
2000,1.45,7.85
2000,2.58,12.09
2000,2.02,11.44
2000,1.21,3.08
2000,1.8,6.56
2000,1.98,5.16
2000,2.88,12.52
2000,2.93,15.25
2000,2.37,7.75
2000,2.86,4.08
2000,1.48,7.85
2000,1.53,4.45
2000,2.29,62.98
2000,2.01,7.44
2000,3.22,12.39
2000,1.43,5.9
2000,2.74,5.93
2000,2.59,70.44
2000,2.78,8.7
2000,2.65,7.8
2000,2.61,11.59
2000,1.98,27.12
2000,2.28,10.88
2000,2.46,8.9
2000,2.54,6.84
2000,2.13,15.57
2000,2.55,5.12
2000,2.07,13.57
2000,2.23,25.17
2000,2.93,15.31
2000,2.18,5.68
2000,1.93,6.55
2000,2.96,8.02
2000,1.18,7.64
2000,1.56,9.14
2000,1.54,9.75
2000,2.06,19.22
2000,1.87,9.88
2000,1.4,4.59
2000,1.24,7.43
2000,1.17,13.79
2000,2.38,27.4
2000,1.62,3.07
2000,2.08,6.95
2000,1.83,9
2000,1.77,33.04
2000,0.61,7.52
2000,2.07,41.29
2000,2.36,26.27
2000,2.48,6.74
2000,2.08,8.96
2000,1.88,11.56
2000,2.33,25.17
2000,2.02,5.54
2000,2.01,8.69
2000,1.44,11.7
2000,1.32,8.63
2000,2.58,3.81
2000,2.29,21.37
2000,2.18,9.59
2000,2.25,13.84
2000,2.01,6.9
2000,2.25,48.91
2000,2.02,5.2
2000,2.35,8
2000,2.41,9.54
2000,2.09,14.68
2000,3.48,6.42
2000,1.49,9
2000,2.11,6.22
2000,1.87,8.8
2000,2.35,11.47
2000,3.37,6.65
2000,1.61,13.9
2000,2.16,11.59
2000,1.97,6.65
2000,2,16.3
2000,2.03,8.01
2000,1.97,19.96
2000,2.38,25.74
2000,2.1,5.47
2000,2.07,6.27
2000,3.01,20.92
2000,2.46,5.23
2000,2.17,8.89
2000,2.82,11.64
2000,2.09,12.07
2000,2.03,11.38
2000,1.55,7.27
2000,1.45,8.15
2000,3.39,24.93
2000,2.33,10.59
2000,2,8.79
2000,1.64,11.19
2000,2.8,11.66
2000,2.35,5.09
2000,2.36,6.14
2000,0.92,5.32
2000,1.92,8.8
2000,3.93,9.01
2000,2.76,11.26
2000,1.78,8.56
2000,1.36,3.39
2000,1.6,5.92
2000,1.9,6.21
2000,1.75,5.7
2000,1.8,5.77
2000,2.41,13.9
2000,1.97,13.86
2000,1.87,11.91
2000,2.88,25.06
2000,3.66,47.03
2000,1.66,9.34
2000,1.5,4.98
2000,1.83,14.55
2000,1.91,10.71
2000,2.34,30.03
2000,3.78,113.07
2000,1.68,8.57
2000,1.93,7.86
2000,1.52,11.19
2000,1.26,6.83
2000,2.47,10.05
2000,1.77,8.51
2000,2.1,8.49
2000,2.1,7.94
2000,1.54,5.99
2000,2.36,11.19
2000,2.03,7.03
2000,1.44,8.37
2000,1.59,14.55
2000,1.75,11.18
2000,1.32,15
2000,2.04,11.17
2000,1.76,5.36
2000,2.36,2.51
2000,3.3,30.01
2000,1.8,4.49
2000,1.06,14.43
2000,1.51,6.73
2000,1.49,14.86
2000,1.2,15.05
2000,1.79,23.37
2000,1.55,11.42
2000,2.08,18.97
2000,2.26,23.62
2000,1.55,6.41
2000,2.1,10.27
2000,1.76,6.03
2000,1.88,9.59
2000,2,5.96
2000,1.85,1.37
2000,1.9,12.01
2000,2.28,19.97
2000,2.83,6.68
2000,2.27,4.57
2000,2.82,4.59
2000,2.68,7.74
2000,1.88,15.01
2000,1.97,12.67
2000,2.03,13.03
2000,2.08,15.31
2000,2.07,35.59
2000,2.02,11.64
2000,1.54,6.6
2000,2.14,12.07
2000,2.06,20.9
2000,3.26,4.19
2000,1.9,6.23
2000,2.35,62.29
2000,1.97,8.22
2000,2.42,7.33
2000,2.6,9.57
2000,1.78,2.29
2000,1.83,9.24
2000,2.38,8.84
2000,2.56,7.97
2000,3.32,40.36
2000,1.78,23.92
2000,4.14,26.4
2000,1.73,8.41
2000,2.31,7.1
2000,1.17,7.47
2000,2.1,9.82
2000,1.18,7.34
2000,1.54,10.55
2000,1.53,17.74
2000,1.77,10.16
2000,2.85,8.96
2000,2.57,7.58
2000,3.02,6.4
2000,2.37,20.59
2000,2.53,7.31
2000,1.72,8.84
2000,2.02,11.26
2000,2.19,9.49
2000,2.17,64.85
2000,1.9,8.32
2000,2.6,15.15
2000,5.02,10.75
2000,2.06,6.55
2000,1.64,5
2000,1.84,7.46
2000,2.2,11.89
2000,2.1,9.99
2000,1.88,10.36
2000,2.3,11.54
2000,1.67,13.98
2000,2.03,8.71
2000,2.25,7.96
2000,2.4,18.26
2000,1.73,7.94
2000,2.14,25.12
2000,2.93,3.8
2000,1.89,11.43
2000,2.52,5.98
2000,2.71,15.41
2000,1.66,13.65
2000,1.94,13.66
2000,2.76,5.5
2000,1.79,3.38
2000,1.59,3.71
2000,1.69,6.25
2000,2.26,1.58
2000,1.87,4.71
2000,2.5,7.67
2000,1.24,6.58
2000,1.68,2.51
2000,1.48,5.8
2000,1.15,10.43
2000,2.29,10.75
2000,2.72,8.51
2000,1.49,4.69
2000,1.19,11.24
2000,3.22,5.58
2000,2.24,7.1
2000,2.27,23.58
2000,1.73,12.16
2000,2.18,13.77
2000,2.06,26.07
2000,2.03,20.2
2000,3.06,25.64
2000,1.88,12.18
2000,2.03,14.24
2000,2.64,13.79
2000,1.99,18.18
2000,1.97,17.83
2000,2.13,12.61
2000,1.87,15.15
2000,2.44,61.54
2000,2.16,9.92
2000,0.67,2.73
2000,1.62,2.63
2000,2.11,4.28
2000,1.84,8.12
2000,2.36,54.96
2000,1.98,11.1
2000,1.97,8.84
2000,2.63,6.88
2000,1.65,4.89
2000,1.33,9.42
2000,3.15,21.34
2000,1.87,5.01
2000,1.51,8.06
2000,1.89,5.5
2000,2.05,10.67
2000,1.33,8.67
2000,1.64,6.03
2000,2.21,7.25
2000,1.5,6.58
2000,1.43,5
2000,1.37,5.82
2000,2.35,23.2
2000,3.49,7.42
2000,1.64,5.83
2000,1.47,4.84
2000,1.53,5.2
2000,2.38,7.28
2000,2.03,2.34
2000,1.69,2.91
2000,2.24,23.49
2000,2.95,54.47
2000,2.51,22.32
2000,2.05,6
2000,2.98,14.97
2000,1.95,6
2000,1.57,11.26
2000,2.56,3.19
2000,2.74,16.92
2000,4.01,14.31
2000,1.92,10.64
2000,2.2,8.09
2000,2.15,4.36
2000,2.02,6.97
2000,2.26,10.54
2000,2.74,9.98
2000,1.8,8
2000,1.63,6.46
2000,1.54,5.09
2000,2.72,5.6
2000,2.18,14.22
2000,1.82,18.74
2000,1.45,4.8
2000,2.1,7.72
2000,2.13,7.24
2000,1.97,9.71
2000,3.17,4.5
2000,3.03,4.03
2000,2.06,12.03
2000,1.71,6.55
2000,2.52,14.52
2000,3.06,4.45
2000,2.39,5.85
2000,1.97,33.07
2000,2.32,18.81
2000,2.07,12.76
2000,1.58,10.9
2000,2.13,9.01
2000,3.14,6.76
2000,1.56,11.55
2000,2.41,21.51
2000,1.69,6.6
2000,1.19,6.36
2000,1.77,9.6
2000,1.15,10.48
2000,2.05,31.41
2000,2.03,6.95
2000,1.77,4.9
2000,1.78,4.56
2000,1.26,4.8
2000,1.78,6.29
2000,1.97,5.78
2000,1.63,15.87
2000,1.85,11.87
2000,1.51,5.07
2000,1.74,6.17
2000,2.37,6.13
2000,2.36,4.44
2000,1.92,19.95
2000,2.96,23.57
2000,1.53,12.82
2000,2.45,12.74
2000,1.29,5.08
2000,1.97,5.77
2000,1.93,6.81
2000,1.72,27.88
2000,1.27,4.7
2000,1.45,12.38
2000,2.03,13.11
2000,1.86,2.7
2000,2,30.94
2000,3.16,5.7
2000,3.02,3.29
2000,2.45,7.84
2000,1.54,6.14
2000,1.61,7.73
2000,2.28,5.49
2000,2.39,11.46
2000,2.17,11.69
2000,2.99,3.06
2000,1.46,7.82
2000,1.41,8.12
2000,2.5,5.29
2000,0.98,8
2000,2.41,5.15
2000,2.32,7.16
2000,1.86,61.85
2000,1.53,10.15
2000,2.05,1.38
2000,1.95,1.11
2000,1.38,2.26
2000,2.18,4.29
2000,1.83,5.02
2000,2.14,6.65
2000,2.7,16.27
2000,1.98,23.09
2000,2.25,21.79
2000,1.59,6.95
2000,1.4,4.99
2000,2.38,5.1
2000,2.16,23.09
2000,1.31,6.71
2000,1.5,6.22
2000,1.67,6.86
2000,1.7,5.52
2000,1.65,8.04
2000,2.13,5.52
2000,1.76,4.07
2000,2.62,9.93
2000,1.98,5.7
2000,2.25,8.85
2000,3.22,10.52
2000,2.59,4.14
2000,1.74,4.14
2000,3.26,11.93
2000,1.99,17.23
2000,1.65,6.3
2000,1.68,4.38
2000,1.66,6.17
2000,1.91,7.61
2000,2.29,4.78
2000,1.76,8.77
2000,3.12,10.81
2000,1.46,7.75
2000,4.14,12.24
2000,1.68,4.1
2000,2.34,37.23
2000,2.02,9.1
2000,1.69,2.79
2000,2.2,6.1
2000,1.97,5.56
2000,2.84,3.43
2000,1.96,5.84
2000,2.4,7.74
2000,0.87,7.72
2000,1.97,18.61
2000,1.65,4
2000,2.1,3.56
2000,1.54,5.56
2000,1.6,5.95
2000,2.25,1.79
2000,2.14,24.71
2000,2.65,11.81
2000,1.96,12.26
2000,1.69,5.16
2000,1.72,6.04
2000,2.39,5.55
2000,2.2,6.27
2000,2.09,3.31
2000,2.13,27.85
2000,2.18,7.19
2000,1.43,5.36
2000,2.07,17.01
2000,0.93,11.4
2000,3.34,2.41
2000,2.39,14.26
2000,1.4,8.37
2000,3.95,9.31
2000,1.49,6.99
2000,2.19,11.74
2000,2.1,15.07
2000,2.37,30.32
2000,1.48,4.75
2000,2.22,8.61
2000,1.49,6.39
2000,1.48,4.36
2000,2.17,3.83
2000,1.33,6.55
2000,2.27,13.11
2000,1.95,17.11
2000,2.17,10.13
2000,2.28,12.84
2000,1.56,11.46
2000,1.4,7.84
2000,1.34,9.57
2000,1.39,7.13
2000,2.22,4.35
2000,2.62,2.49
2000,1.34,8.13
2000,1.63,7.11
2000,1.6,5.26
2000,2.89,78.43
2000,2.26,0.66
2000,2.21,16.38
2000,2.85,2.71
2000,1.72,4.64
2000,1.46,14.44
2000,2.76,20.58
2000,2.15,4.18
2000,1.6,3.58
2000,1.22,2.42
2000,2.29,27.29
2000,1.8,12.12
2000,2.29,4.76
2000,2.77,32.63
2000,1.43,16.2
2000,1.64,4.12
2000,2.35,12.58
2000,2,5.58
2000,2.09,5.61
2000,1.72,4.78
2000,2.32,4.37
2000,1.64,31.09
2000,3.9,109.97
2000,1.71,4.23
2000,1.5,5
2000,2.41,4.32
2000,2.86,2.82
2000,1.44,4.48
2000,1.4,7.96
2000,2.8,6.99
2000,2.76,3.13
2000,1.91,6.78
2000,3.55,8.95
2000,2.09,3.11
2000,2.5,6
2000,1.82,5.02
2000,2.12,4.45
2000,1.73,4.96
2000,1.89,15.16
2000,1.74,5.8
2000,2.36,4.93
2000,1.45,8.29
2000,1.59,5.4
2000,1.7,6.3
2000,2.41,23.95
2000,2.58,55.89
2000,1.87,7.34
2000,1.45,5.85
2000,2.08,16.39
2000,1.79,13.14
2000,1.98,7.02
2000,1.32,9.89
2000,1.71,3.96
2000,2.04,9.46
2000,3.16,3.52
2000,2.26,9.64
2000,1.99,16.62
2000,2.44,3.7
2000,1.99,13.94
2000,2.22,2.44
2000,2.2,8.89
2000,1.49,6.14
2000,1.41,5.05
2000,2.38,8.05
2000,2.74,8.74
2000,2.17,11.73
2000,2.23,8.9
2000,3.29,8.81
2000,3.29,26.61
2000,2.45,8.62
2000,2.68,7
2000,1.86,11.89
2000,2.51,1.98
2000,1.77,4.74
2000,1.22,8.29
2000,1.84,12.3
2000,2.09,5.26
2000,1.69,11.77
2000,2.27,6.17
2000,2.15,5.96
2000,1.67,13.74
2000,1.63,19.85
2000,2.22,8.92
2000,2.28,5.03
2000,2.21,10.81
2000,2.22,2.38
2000,2.3,26.67
2000,3.16,1.6
2000,1.79,14.64
2000,1.6,3.35
2000,2,14.89
2000,1.56,7.44
2000,1.88,5.32
2000,1.23,5.74
2000,2.24,5.73
2000,1.02,1.98
2000,1.97,6.8
2000,1.94,10.31
2000,3.24,5.96
2000,1.01,5.41
2000,1.58,3.15
2000,1.36,5.6
2000,2.11,4.25
2000,1.33,1.88
2000,1.73,4.4
2000,1.43,6.16
2000,1.86,4.58
2000,1.44,8.45
2000,1.46,3.04
2000,1.21,5.79
2000,1.87,6.69
2000,1.68,8.61
2000,1.37,5.51
2000,2.8,3.01
2000,1.44,7.7
2000,1.39,6.83
2000,1.44,6.31
2000,1.47,7.48
2000,1.72,4.02
2000,1.63,2.91
2000,1.9,4.5
2000,1.8,6.46
2000,1.38,6
2000,1.52,3.46
2000,1.95,9.1
2000,1.74,8.42
2000,1.22,16.56
2000,1.64,11.18
2000,2.52,7.12
2000,2.61,5.11
2000,1.75,2.73
2000,1.96,7.05
2000,2.36,3.02
2000,1,9.83
2000,1.95,7.72
2000,1.83,14.8
2000,1.9,10.3
2000,2.04,7.36
2000,1.74,5.69
2000,3.42,6.77
2000,1.71,5.09
2000,1.52,7
2000,2.76,5.37
2000,2.76,6.75
2000,1.48,7.4
2000,1.86,4.08
2000,2.33,4.72
2000,1.75,4.81
2000,2.4,4.9
2000,1.9,8.15
2000,2.67,1.48
2000,1.01,10.61
2000,1.88,2.95
2000,1.6,4.17
2000,1.42,8.32
2000,1.97,11.39
2000,2.96,4.38
2000,1.95,7.23
2000,1.26,6.6
2000,1.28,7.15
2000,1.35,6.05
2000,1.72,5.95
2000,1.37,5.07
2000,1.83,2
2000,2.56,2.82
2000,1.95,5.4
2000,2.37,5.86
2000,1.72,8.47
2000,2.37,6.73
2000,1.26,9.77
2000,1.39,6.25
2000,1.51,8.19
2000,1.83,4.46
2000,2.37,6.22
2000,1.77,2.65
2000,2.71,8.34
2000,1.87,13.26
2000,2.73,8.69
2000,1.92,4.11
2000,2.56,5.63
2000,1.85,4.71
2000,2.59,6.13
2000,1.76,5
2000,1.66,4.63
2000,2.94,4.72
2000,2.18,20.43
2000,2.62,7.34
2000,1.8,9.02
2000,1.72,11.83
2000,1.79,6
2000,1.76,9.8
2000,1.35,5.59
2000,3.45,2.1
2000,2.46,4.33
2000,1.5,6
2000,2.19,14.73
2000,2.08,5.59
2000,2.98,4.48
2000,1.41,7.57
2000,1.62,4.35
2000,2.78,8.64
2000,2.37,4.16
2000,1.83,4.08
2000,1.5,7.71
2000,1.57,7.98
2000,1.58,4
2000,2.08,4.86
2000,2.37,4.94
2000,1.85,7.96
2000,1.82,7.25
2000,1.85,6.75
2000,2.58,5
2000,2.46,7.68
2000,2.7,6.5
2000,1.16,7.36
2000,1.44,2.38
2000,1.33,9
2000,1.5,6.83
2000,1.7,9.81
2000,2.08,5.34
2000,2.28,11.43
2000,1.63,4
2000,1.68,6.89
2000,1.71,5.92
2000,2.24,8.48
2000,1.99,7.01
2000,1.09,8.59
2000,1.8,4.81
2000,2.03,9.66
2000,2.58,5.14
2000,2.66,8.4
2000,1.83,7.72
2000,1.72,4.6
2000,1.48,7
2000,1.16,3.29
2000,2.15,4.27
2000,1.83,7.11
2000,2.73,8.37
2000,2.01,5.38
2000,2.59,5.15
2000,1.9,3.76
2000,0.94,10
2000,1.92,9.13
2000,1.77,5
2000,4.06,12
2000,1.46,8.56
2000,1.4,8
2000,1.48,4.46
2000,1.76,6.29
2000,1.95,4.42
2000,2.48,7.82
2000,1.52,5.41
2000,2.18,5.15
2000,1.9,5.5
2000,2.16,4.11
2000,1.35,9.26
2000,1.62,6.04
2000,2.38,7.28
2000,1.99,7.74
2000,1.83,2.69
2000,1.89,4.39
2000,1.7,4.2
2000,1.6,7.44
2000,1.79,1.87
2000,1.9,6.04
2000,1.79,1.34
2000,2.46,4.52
2000,1.7,6.09
2000,2.05,7.91
2000,1.86,5.95
2000,1.93,4.42
2000,1.69,3.34
2000,2.6,7.49
2000,2.6,6.18
2000,1.73,4.92
2000,1.53,2.97
2000,1.49,6.07
2000,1.96,4.9
2000,3.64,4.69
2000,1.75,4.84
2000,2.92,4
2000,1.42,8.52
2000,1.65,8.25
2000,1.47,5.94
2000,1.76,6
2000,0.92,6.17
2000,0.96,7
2000,1.57,7.87
2000,2.2,7
2000,2.02,7
2000,1.93,6
2000,2.77,4.2
2000,1.51,7.67
2000,2.48,4.27
2000,2.49,4.9
2000,2.43,6.79
2000,2.68,4.89
2000,1.45,4.11
2000,1.84,4.8
2000,3.28,6.7
2000,2.45,12.86
2000,1.58,7
2000,1.75,28.07
2000,1.46,3.67
2000,1.51,7.19
2000,2.13,5.04
2000,1.58,6
2000,1.72,8.78
2000,1.81,7
2000,1.84,7.69
2000,2.43,7
2000,1.66,5.21
2000,1.58,5.25
2000,1.73,4.01
2000,1.45,21.19
2000,1.65,7.88
2000,1.42,13
2000,1.88,14.63
2000,1.91,3.02
2000,1.57,4.77
2000,1.58,7.02
2000,1.95,4.26
2000,2.82,2.88
2000,1.68,4.37
2000,1.33,9.76
2000,1.41,4.49
2000,1.92,4.09
2000,1.99,6.63
2000,1.65,6.38
2000,2.09,15.72
2000,1.48,4
2000,1.73,7
2000,1.42,11.8
2000,1.79,8.52
2000,2.86,4.47
2000,1.3,20.2
2000,1.79,5.22
2000,1.35,4
2000,3.65,5.95
2000,1.88,6.9
2000,1.71,5
2000,1.84,5.06
2000,2.21,6.68
2000,3.33,6.21
2000,1.54,23.42
2000,2.39,4.8
2000,2.68,3.77
2000,2.31,4.15
2000,2.07,5
2000,1.7,8.02
2000,1.77,11.1
2000,2.15,11.21
2000,2.75,4.98
2000,2.11,6.74
2000,2.1,4.88
2000,1.69,8.29
2000,1.8,8.02
2000,1.64,5.76
2000,1.13,6.73
2000,1.82,5.5
2000,1.86,7.65
2000,1.47,5.78
2000,1.52,2.81
2000,1.11,4.97
2000,1.6,5.52
2000,1.36,4.92
2000,2.3,4.95
2000,1.27,6.72
2000,2.19,15.39
2000,1.22,2.55
2000,1.84,4.23
2000,2.35,6.69
2000,1.56,7.28
2000,1.86,7.63
2000,2.76,4.56
2000,1.89,7.35
2000,2.62,5.69
2000,2.22,4
2000,1.35,5.34
2000,1.54,4.68
2000,2.09,6.96
2000,2.26,12
2000,1.26,6.67
2000,1.38,5.73
2000,1.6,8.32
2000,1.45,7.45
2000,1.73,7.61
2000,1.53,7.34
2000,1.34,16.24
2000,1.69,4.33
2000,1.56,6.12
2000,1.25,4.67
2000,1.78,4.59
2000,1.75,7.9
2000,1.4,4.67
2000,1.78,5.69
2000,2.12,4.71
2000,1.12,8
2000,1.72,4.81
2000,1.59,6.47
2000,1.6,2.03
2000,1.47,2.73
2000,1.64,7.65
2000,1.63,4.77
2000,1.44,5.58
2000,1.82,4.15
2000,1.61,7.76
2000,1.82,6.06
2000,2.41,6.47
2000,2.28,4
2000,1.7,4.71
2000,2.01,4.62
2000,2.15,4.6
2000,1.49,8.72
2000,1.49,6.95
2000,1.49,7.01
2000,1.48,6.52
2000,1.37,8.67
2000,2.72,4.77
2000,1.2,6.48
2000,1.4,4.51
2000,1.36,3.87
2000,1.51,4.2
2000,1.55,6.6
2000,1.63,7.56
2000,1.61,7.17
2000,1.31,7.04
2000,1.23,7.09
2000,1.64,4.45
2000,1.72,7.62
2000,1.7,1.62
2000,1.33,6.85
2000,1.45,4.8
2000,1.5,3.09
2000,1.72,2.38
2000,1.07,8.37
2000,1.04,5
2000,1.53,4.5
2000,1.43,3.63
2000,1.53,9.63
2000,1.35,7
2000,1.23,6.44
2000,2.07,4.46
2000,1.76,8.13
2000,2.24,6
2000,3.99,5.1
2000,2.06,7
2000,3.05,2.71
2000,3.01,6.84
2000,2.75,4.19
2000,1.67,7.59
2000,1.53,8.42
2000,1.73,7.71
2000,1.76,8.33
2000,1.35,8.88
2000,1.78,6.84
2000,1.28,2.46
2000,1.45,5.57
2000,1.59,8.09
2000,1.33,7.33
2000,2.18,8.45
2000,1.66,9.19
2000,1.82,3.15
2000,1.51,7.82
2000,1.27,8.19
2000,1.85,8.05
2000,1.7,6.46
2000,3.87,5.64
2000,3.2,5.31
2000,2,6.61
2000,1.25,3.46
2000,1.58,8.45
2000,1.48,4.72
2000,2.75,4.24
2000,2.09,5.1
2000,1.32,4.64
2000,1.36,3.22
2000,1.52,8.7
2000,1.45,7.98
2000,1.52,6.19
2000,1.57,7.47
2000,1.54,4.22
2000,1.87,5.18
2000,1.85,5.34
2000,1.75,7.91
2000,2.12,4.64
2000,2.11,6.36
2000,1.98,3.76
2000,1.88,4.68
2000,1.63,6.57
2000,1.51,9
2000,1.48,5.74
2000,1.49,5.97
2000,1.73,6.91
2000,1.73,7.62
2000,1.11,3.96
2000,2.28,4.6
2000,2.2,1.39
2000,2.3,5.55
2000,1.4,12.58
2000,1.31,4.62
2000,1.23,4.42
2000,1.84,3.54
2000,1.93,5.95
2000,2.09,6.11
2000,2.96,2.01
2000,3,3.73
2000,2.89,7.23
2000,1.44,6.74
2000,1.19,6.58
2000,1.32,7.59
2000,1.59,4.38
2000,1.57,5.48
2000,1.14,6.61
2000,1.18,12.39
2000,1.35,2.75
2000,1.34,5.51
2000,1.8,6.32
2000,1.8,4.28
2000,1.89,10.64
2000,1.02,5.16
2000,1.23,8.18
2000,0.84,9.38
2000,1.26,8.53
2000,2.25,4.89
2000,2.3,3.64
2000,1.52,4.29
2000,2.4,6.82
2000,2.49,6.52
2000,1.91,8.23
2000,1.51,1.47
2000,1.67,4.9
2000,1.56,3.46
2000,1.79,2.29
2000,1.83,4.35
2000,3.14,7.34
2000,2.81,5.41
2000,2.16,6.52
2000,2,2.42
2000,1.94,5.87
2000,2.87,1.72
2000,2.83,8
2000,1.5,7.96
2000,1.27,6.62
2000,1.62,8.25
2000,1.6,5.37
2000,1.61,8.16
2000,1.52,8.48
2000,1.51,6.84
2000,2.31,4.21
2000,2.09,8.47
2000,1.86,6.46
2000,1.39,4.88
2000,1.57,6.78
2000,2.75,8
2000,2.61,7.35
2000,1.98,4.52
2000,1.67,8.15
2000,1.62,4.45
2000,1.64,4.29
2000,1.74,4.77
2000,2.03,8.28
2000,2.05,7.25
2000,1.66,10.84
2000,1.64,6.56
2000,1.82,6.39
2000,2.49,7.19
2000,3.19,7.3
2000,1.64,5.88
2000,1.71,6.03
2000,1.64,5.82
2000,1.74,5.47
2000,1.76,7.95
2000,2.29,7.06
2000,2.26,4.29
2000,2.31,6.37
2000,1.57,7
2000,1.59,7
2000,1.47,8.44
2000,1.63,7.83
